State,Program Name,Program Type,Eligibility Group,"If Other, Describe Eligibility Group","MCO, PIHP, or PAHP Name",MLR Reporting Period Start Date,MLR Reporting Period End Date,Report Year,MLR Numerator,MLR Denominator,State-Reported Member Months,Adjusted MLR,Remittance Dollar Amount for MLR Reporting Period
IL,HealthChoice Illinois - Cook County,Comprehensive MCO + MLTSS,All populations,,NextLevel Health Partners,1/1/2018,12/31/2018,2018,237698411.0,265212882.0,722578.0,,0.0
IL,HealthChoice Illinois - Statewide,Comprehensive MCO + MLTSS,All populations,,Blue Cross Blue Shield of Illinois,1/1/2018,12/31/2018,2018,1903104143.0,1958769553.0,5146729.0,,0.0
IL,HealthChoice Illinois - Statewide,Comprehensive MCO + MLTSS,All populations,,Harmony Health Plan,1/1/2018,12/31/2018,2018,582971346.0,691751118.0,2628744.0,,5049783.0
IL,HealthChoice Illinois - Statewide,Comprehensive MCO + MLTSS,All populations,,IlliniCare Health Plan,1/1/2018,12/31/2018,2018,1378956026.0,1577473119.0,3662519.0,,0.0
IL,HealthChoice Illinois - Statewide,Comprehensive MCO + MLTSS,All populations,,Meridian Health Plan,1/1/2018,12/31/2018,2018,2143783942.0,2273546607.0,6619101.0,,0.0
IL,HealthChoice Illinois - Statewide,Comprehensive MCO + MLTSS,All populations,,Molina Healthcare of Illinois,1/1/2018,12/31/2018,2018,591247071.0,699499425.0,2407676.0,,3357597.0
IL,HealthChoice Illinois - Cook County,Comprehensive MCO + MLTSS,All populations,,CountyCare,1/1/2019,12/31/2019,2019,1748355855.0,1829252918.0,3822939.0,,0.0
IL,HealthChoice Illinois - Cook County,Comprehensive MCO + MLTSS,All populations,,NextLevel Health Partners,1/1/2019,12/31/2019,2019,256142551.0,267814271.0,586973.0,,0.0
IL,HealthChoice Illinois - Statewide,Comprehensive MCO + MLTSS,All populations,,Blue Cross Blue Shield of Illinois,1/1/2019,12/31/2019,2019,2101677054.0,2150606370.0,4845611.0,,0.0
IL,HealthChoice Illinois - Statewide,Comprehensive MCO + MLTSS,All populations,,IlliniCare Health Plan,1/1/2019,12/31/2019,2019,1892471439.0,2030815964.0,4116106.0,,0.0
IL,HealthChoice Illinois - Statewide,Comprehensive MCO + MLTSS,All populations,,Meridian Health Plan,1/1/2019,12/31/2019,2019,3289441673.0,3516878837.0,9470304.0,,0.0
IL,HealthChoice Illinois - Statewide,Comprehensive MCO + MLTSS,All populations,,Molina Healthcare of Illinois,1/1/2019,12/31/2019,2019,743537160.0,874428407.0,2579022.0,,0.0
IL,HealthChoice Illinois - Cook County,Comprehensive MCO + MLTSS,All populations,,NextLevel Health Partners,1/1/2020,6/30/2020,2020,133573380.0,168693908.0,340199.0,,0.0
IL,HealthChoice and YouthCare Illinois - Statewide,Comprehensive MCO + MLTSS,All populations,,Meridian Health Plan,1/1/2020,12/31/2020,2020,3518707009.0,3899807395.0,9744219.0,,0.0
IL,HealthChoice Illinois - Cook County,Comprehensive MCO + MLTSS,All populations,,CountyCare,1/1/2020,12/31/2020,2020,1891834945.0,2100173170.0,4181375.0,,0.0
IL,HealthChoice Illinois - Statewide,Comprehensive MCO + MLTSS,All populations,,Blue Cross Blue Shield of Illinois,1/1/2020,12/31/2020,2020,2716432274.0,2998898138.0,6263782.0,,0.0
IL,HealthChoice Illinois - Statewide,Comprehensive MCO + MLTSS,All populations,,IlliniCare Health Plan,1/1/2020,12/31/2020,2020,2086490437.0,2356788404.0,4430299.0,,0.0
IL,HealthChoice Illinois - Statewide,Comprehensive MCO + MLTSS,All populations,,Molina Healthcare of Illinois,1/1/2020,12/31/2020,2020,1004191076.0,1116322919.0,2992330.0,,0.0
IN,Healthy Indiana Plan (HIP),Comprehensive MCO,Non-expansion adult only,,Anthem,1/1/2018,12/31/2018,2018,1382971236.0,1570120277.0,2105506.0,,
IN,Healthy Indiana Plan (HIP),Comprehensive MCO,Non-expansion adult only,,CareSource,1/1/2018,12/31/2018,2018,246127400.0,304800690.0,532737.0,,19049200.0
IN,Healthy Indiana Plan (HIP),Comprehensive MCO,Non-expansion adult only,,MDwise,1/1/2018,12/31/2018,2018,851216467.0,955885999.0,1324812.0,,
IN,Healthy Indiana Plan (HIP),Comprehensive MCO,Non-expansion adult only,,MHS,1/1/2018,12/31/2018,2018,496732444.0,632492557.0,853670.0,,53536081.0
IN,Hoosier Care Connect (HCC),Comprehensive MCO,Children,,Anthem,1/1/2018,12/31/2018,2018,754935471.0,853929057.0,668857.0,,13600680.0
IN,Hoosier Care Connect (HCC),Comprehensive MCO,Children,,MHS,1/1/2018,12/31/2018,2018,395083579.0,464546543.0,401815.0,,23008310.0
IN,Hoosier Healthwise (HHW),Comprehensive MCO,Children,,Anthem,1/1/2018,12/31/2018,2018,435468986.0,524275030.0,2473612.0,,10164790.0
IN,Hoosier Healthwise (HHW),Comprehensive MCO,Children,,CareSource,1/1/2018,12/31/2018,2018,154207112.0,187706303.0,718788.0,,5343246.0
IN,Hoosier Healthwise (HHW),Comprehensive MCO,Children,,MDwise,1/1/2018,12/31/2018,2018,439491586.0,502066967.0,2532624.0,,
IN,Hoosier Healthwise (HHW),Comprehensive MCO,Children,,MHS,1/1/2018,12/31/2018,2018,294876266.0,358088463.0,1776782.0,,9498928.0
IN,Healthy Indiana Plan (HIP),Comprehensive MCO,Non-expansion adult only,,Anthem,1/1/2019,12/31/2019,2019,1520057793.0,1751921967.0,2136893.0,,4114318.0
IN,Healthy Indiana Plan (HIP),Comprehensive MCO,Non-expansion adult only,,CareSource,1/1/2019,12/31/2019,2019,243248617.0,298100708.0,449313.0,,16098998.0
IN,Healthy Indiana Plan (HIP),Comprehensive MCO,Non-expansion adult only,,MDwise,1/1/2019,12/31/2019,2019,797881531.0,905613500.0,1227004.0,,
IN,Healthy Indiana Plan (HIP),Comprehensive MCO,Non-expansion adult only,,MHS,1/1/2019,12/31/2019,2019,545312816.0,633779549.0,849056.0,,6075392.0
IN,Hoosier Care Connect (HCC),Comprehensive MCO,Children,,Anthem,1/1/2019,12/31/2019,2019,808162965.0,874060542.0,672350.0,,
IN,Hoosier Care Connect (HCC),Comprehensive MCO,Children,,MHS,1/1/2019,12/31/2019,2019,427024941.0,473926734.0,405325.0,,
IN,Hoosier Healthwise (HHW),Comprehensive MCO,Children,,Anthem,1/1/2019,12/31/2019,2019,474532704.0,565243983.0,2541724.0,,5924682.0
IN,Hoosier Healthwise (HHW),Comprehensive MCO,Children,,CareSource,1/1/2019,12/31/2019,2019,112704402.0,144305748.0,619852.0,,9955484.0
IN,Hoosier Healthwise (HHW),Comprehensive MCO,Children,,MDwise,1/1/2019,12/31/2019,2019,410098798.0,479865010.0,2295427.0,,
IN,Hoosier Healthwise (HHW),Comprehensive MCO,Children,,MHS,1/1/2019,12/31/2019,2019,309680000.0,364835154.0,1687637.0,,429881.0
IN,Healty Indiana Plan (HIP),Comprehensive MCO,Other,Non-dual medically frail adult,Anthem,1/1/2020,12/31/2020,2020,1814504869.0,1979791521.0,2826629.0,,
IN,Healty Indiana Plan (HIP),Comprehensive MCO,Other,Non-dual medically frail adult,CareSource,1/1/2020,12/31/2020,2020,314700235.0,350392536.0,565179.0,,
IN,Healty Indiana Plan (HIP),Comprehensive MCO,Other,Non-dual medically frail adult,MDwise,1/1/2020,12/31/2020,2020,902308976.0,998529149.0,1473586.0,,
IN,Healty Indiana Plan (HIP),Comprehensive MCO,Other,Non-dual medically frail adult,MHS,1/1/2020,12/31/2020,2020,646622839.0,714424244.0,1084265.0,,
IN,Hoosier Care Connect (HCC),Comprehensive MCO,Other,Foster care and non-dual eligible disabled population,Anthem,1/1/2020,12/31/2020,2020,788839854.0,848311235.0,697225.0,,
IN,Hoosier Care Connect (HCC),Comprehensive MCO,Other,Foster care and non-dual eligible disabled population,MHS,1/1/2020,12/31/2020,2020,424224252.0,463071294.0,418773.0,,
IN,Hoosier Healthwise (HHW),Comprehensive MCO,Other,Children and pregnant women,Anthem,1/1/2020,12/31/2020,2020,480775081.0,539702880.0,2928472.0,,
IN,Hoosier Healthwise (HHW),Comprehensive MCO,Other,Children and pregnant women,CareSource,1/1/2020,12/31/2020,2020,108976134.0,124482642.0,675072.0,,
IN,Hoosier Healthwise (HHW),Comprehensive MCO,Other,Children and pregnant women,MDwise,1/1/2020,12/31/2020,2020,382900562.0,438551759.0,2379659.0,,
IN,Hoosier Healthwise (HHW),Comprehensive MCO,Other,Children and pregnant women,MHS,1/1/2020,12/31/2020,2020,299233936.0,324632098.0,1811892.0,,
KS,KanCare,Comprehensive MCO + MLTSS,All populations,,"AmeriGroup Kansas, Inc.",1/1/2018,12/31/2018,2018,921877418.0,994015687.0,1516391.0,,
KS,KanCare,Comprehensive MCO + MLTSS,All populations,,Sunflower State Health Plan,1/1/2018,12/31/2018,2018,1066974.0,1130049.0,1601236.0,,
KS,KanCare,Comprehensive MCO + MLTSS,All populations,,UnitedHealthcare Community Plan of Kansas,1/1/2018,12/31/2018,2018,941776027.0,1030076200.0,1677863.0,,
KS,KanCare,Comprehensive MCO + MLTSS,All populations,,Aetna Better Health of Kansas,1/1/2019,12/31/2019,2019,757885717.0,830949407.0,1256108.0,,
KS,KanCare,Comprehensive MCO + MLTSS,All populations,,Sunflower State Health Plan,1/1/2019,12/31/2019,2019,1206772.0,1316040.0,1668998.0,,
KS,KanCare,Comprehensive MCO + MLTSS,All populations,,UnitedHealthcare Community Plan of Kansas,1/1/2019,12/31/2019,2019,1117489785.0,1229117359.0,1715095.0,,
KS,KanCare,Comprehensive MCO + MLTSS,All populations,,Aetna Better Health of Kansas,1/1/2020,12/31/2020,2020,810730692.0,882906554.0,1325681.0,,
KS,KanCare,Comprehensive MCO + MLTSS,All populations,,Sunflower State Health Plan,1/1/2020,12/31/2020,2020,1208863.0,1364545.0,1758466.0,,
KS,KanCare,Comprehensive MCO + MLTSS,All populations,,UnitedHealthcare Community Plan of Kansas,1/1/2020,12/31/2020,2020,1180310911.0,1314642416.0,1824611.0,,
KY,Kentucky Managed Care,Comprehensive MCO,All populations,,Aetna,7/1/2017,6/30/2018,2018,902866557.0,1039510645.0,2895648.0,,1559266.0
KY,Kentucky Managed Care,Comprehensive MCO,All populations,,Anthem,7/1/2017,6/30/2018,2018,573989739.0,645556856.0,1565338.0,,5325844.0
KY,Kentucky Managed Care,Comprehensive MCO,All populations,,Humana,7/1/2017,6/30/2018,2018,802580939.0,885377071.0,1794939.0,,0.0
KY,Kentucky Managed Care,Comprehensive MCO,All populations,,Passport,7/1/2017,6/30/2018,2018,1637622346.0,1799017781.0,3828874.0,,0.0
KY,Kentucky Managed Care,Comprehensive MCO,All populations,,WellCare,7/1/2017,6/30/2018,2018,2250102149.0,2480385173.0,5464573.0,,0.0
KY,Kentucky Managed Care,Comprehensive MCO,All populations,,Aetna,7/1/2018,6/30/2019,2019,901125012.0,1001593690.0,2688363.0,,0.0
KY,Kentucky Managed Care,Comprehensive MCO,All populations,,Anthem,7/1/2018,6/30/2019,2019,643106186.0,708504923.0,1595631.0,,0.0
KY,Kentucky Managed Care,Comprehensive MCO,All populations,,Humana,7/1/2018,6/30/2019,2019,800125572.0,859336672.0,1790729.0,,0.0
KY,Kentucky Managed Care,Comprehensive MCO,All populations,,Passport,7/1/2018,6/30/2019,2019,1659963788.0,1728989298.0,3799762.0,,0.0
KY,Kentucky Managed Care,Comprehensive MCO,All populations,,WellCare,7/1/2018,6/30/2019,2019,2337154086.0,2525421897.0,5395321.0,,0.0
KY,Kentucky Medicaid Managed Care - Statewide,Comprehensive MCO,All populations,,Aetna Better Health  of Kentucky,7/1/2019,6/30/2020,2020,1006959051.0,1134584688.0,2574426.0,,10636731.0
KY,Kentucky Medicaid Managed Care - Statewide,Comprehensive MCO,All populations,,Anthem Managed Care Plan of  Kentucky,7/1/2019,6/30/2020,2020,742569172.0,850829221.0,1653639.0,,17356916.0
KY,Kentucky Medicaid Managed Care - Statewide,Comprehensive MCO,All populations,,Humana-CareSource,7/1/2019,6/30/2020,2020,946446959.0,1007234735.0,1799471.0,,0.0
KY,Kentucky Medicaid Managed Care - Statewide,Comprehensive MCO,All populations,,Passport Health Plan,7/1/2019,6/30/2020,2020,1823900827.0,2027288385.0,3721699.0,,456140.0
KY,Kentucky Medicaid Managed Care - Statewide,Comprehensive MCO,All populations,,Wellcare of  Kentucky,7/1/2019,6/30/2020,2020,2531310520.0,2845491373.0,5321798.0,,22194833.0
KY,Kentucky Medicaid Managed Care - Statewide,Comprehensive MCO,All populations,,Aetna Better Health of Kentucky,7/1/2020,12/31/2020,2020,517346977.0,582917406.0,1322667.0,,5464851.0
KY,Kentucky Medicaid Managed Care - Statewide,Comprehensive MCO,All populations,,Anthem BCBS,7/1/2020,12/31/2020,2020,419455469.0,480608386.0,934092.0,,9804411.0
KY,Kentucky Medicaid Managed Care - Statewide,Comprehensive MCO,All populations,,Humana,7/1/2020,12/31/2020,2020,516678954.0,549863873.0,982357.0,,0.0
KY,Kentucky Medicaid Managed Care - Statewide,Comprehensive MCO,All populations,,Passport Health Plan,7/1/2020,12/31/2020,2020,960730964.0,1067864380.0,1960387.0,,240269.0
KY,Kentucky Medicaid Managed Care - Statewide,Comprehensive MCO,All populations,,WellCare of Kentucky,7/1/2020,12/31/2020,2020,1328250733.0,1493110377.0,2792499.0,,11646261.0
LA,Dental Benefit Management Program,Dental only,All populations,,MCNA of Louisiana,7/1/2017,6/30/2018,2018,149107543.0,161980924.0,18145261.0,,0.0
LA,Coordinated System of Care ,Behavioral health only,All populations,,"Magellan Complete Care of Louisiana, Inc.",11/1/2018,12/31/2018,2018,8797099.0,11546551.0,4964.0,,619208.0
LA,Healthy Louisiana,Comprehensive MCO,All populations,,"Aetna Better Health of Louisiana, Inc.",1/1/2018,12/31/2018,2018,579037899.0,583073658.0,1428014.0,,0.0
LA,Healthy Louisiana,Comprehensive MCO,All populations,,AmeriHealth Caritas of Louisiana,1/1/2018,12/31/2018,2018,962046021.0,1001760939.0,2532506.0,,0.0
LA,Healthy Louisiana,Comprehensive MCO,All populations,,"Community Care Health Plan of Louisiana, Inc.d/b/a 'Healthy Blue'",1/1/2018,12/31/2018,2018,1179481023.0,1239964082.0,3089817.0,,0.0
LA,Healthy Louisiana,Comprehensive MCO,All populations,,"Louisiana HealthCare Connections, Inc. ",1/1/2018,12/31/2018,2018,1925497627.0,2104747792.0,5762764.0,,0.0
LA,Healthy Louisiana,Comprehensive MCO,All populations,,"UnitedHealthcare of Louisiana, Inc.",1/1/2018,12/31/2018,2018,1900249517.0,2040200454.0,5345951.0,,0.0
LA,Dental Benefit Management Program,Dental only,All populations,,MCNA of Louisiana,7/1/2018,6/30/2019,2019,145099020.0,164790613.0,18337521.0,,0.0
LA,Coordinated System of Care ,Behavioral health only,All populations,,"Magellan Complete Care of Louisiana, Inc.",1/1/2019,12/31/2019,2019,54332676.0,70122286.0,30011.0,,2813586.0
LA,Healthy Louisiana,Comprehensive MCO,All populations,,Aetna Better Health of Louisiana,1/1/2019,12/31/2019,2019,635225298.0,664642406.0,1478418.0,,0.0
LA,Healthy Louisiana,Comprehensive MCO,All populations,,"AmeriHealth Caritas Louisiana, Inc.",1/1/2019,12/31/2019,2019,1047919581.0,1093255780.0,2509788.0,,0.0
LA,Healthy Louisiana,Comprehensive MCO,All populations,,Healthy Blue of Louisiana,1/1/2019,12/31/2019,2019,1364371850.0,1454654770.0,3291548.0,,0.0
LA,Healthy Louisiana,Comprehensive MCO,All populations,,Louisiana Healthcare Connections,1/1/2019,12/31/2019,2019,2077323970.0,2259514823.0,5624883.0,,0.0
LA,Healthy Louisiana,Comprehensive MCO,All populations,,"UnitedHealthCare of Louisiana, Inc.",1/1/2019,12/31/2019,2019,2088673352.0,2246309656.0,5324035.0,,0.0
LA,Dental Benefit Management Program,Dental only,All populations,,MCNA Insurance Company,7/1/2019,6/30/2020,2020,159902810.0,210392577.0,18257629.0,,18930880.0
LA,Coordinated System of Care,Behavioral health only,All populations,,Magellan Complete Care of Louisiana,1/1/2020,12/31/2020,2020,51009010.0,61824656.0,28562.0,,0.0
LA,Dental Benefit Program Management,Dental only,All populations,,"MCNA Insurance Company, d/b/a MCNA Dental Plans",7/1/2020,12/31/2020,2020,94929661.0,116862059.0,10016918.0,,4403090.0
LA,Healthy Louisiana,Comprehensive MCO,All populations,,"Aetna Better Health of Louisiana, Inc.",1/1/2020,12/31/2020,2020,706013697.0,770201943.0,1603777.0,,0.0
LA,Healthy Louisiana,Comprehensive MCO,All populations,,"AmeriHealth Caritas Louisiana, Inc. ",1/1/2020,12/31/2020,2020,1101523267.0,1193792336.0,2566455.0,,0.0
LA,Healthy Louisiana,Comprehensive MCO,All populations,,Healthy Blue of Louisiana,1/1/2020,12/31/2020,2020,1560581870.0,1860092439.0,3620839.0,,0.0
LA,Healthy Louisiana,Comprehensive MCO,All populations,,"Louisiana Healthcare Connections, Inc.",1/1/2020,12/31/2020,2020,2272282737.0,2472088036.0,5795687.0,,0.0
LA,Healthy Louisiana,Comprehensive MCO,All populations,,"UnitedHealthcare of Louisiana, Inc.",1/1/2020,12/31/2020,2020,2309292957.0,2506313988.0,5569140.0,,0.0
MA,MassHealth CarePlus Program,Comprehensive MCO,All populations,,BMCHP,10/1/2017,9/30/2018,2018,133024305.0,135445810.0,231190.0,,
MA,MassHealth CarePlus Program,Comprehensive MCO,All populations,,CeltiCare,10/1/2017,9/30/2018,2018,48286804.0,49252546.0,171464.0,,
MA,MassHealth CarePlus Program,Comprehensive MCO,All populations,,Fallon Health,10/1/2017,9/30/2018,2018,28883494.0,33004806.0,68363.0,,
MA,MassHealth CarePlus Program,Comprehensive MCO,All populations,,Neighborhood HP,10/1/2017,9/30/2018,2018,135094890.0,138585457.0,244810.0,,
MA,MassHealth CarePlus Program,Comprehensive MCO,All populations,,Tufts-MCO,10/1/2017,9/30/2018,2018,162590839.0,168068090.0,293161.0,,
MA,MassHealth Managed Care (MMC),Comprehensive MCO,All populations,,BMCHP,10/1/2017,9/30/2018,2018,293930424.0,299302338.0,585934.0,,
MA,MassHealth Managed Care (MMC),Comprehensive MCO,All populations,,Fallon Health,10/1/2017,9/30/2018,2018,40555775.0,44262358.0,109934.0,,
MA,MassHealth Managed Care (MMC),Comprehensive MCO,All populations,,Health New England,10/1/2017,9/30/2018,2018,133195766.0,133133509.0,290020.0,,
MA,MassHealth Managed Care (MMC),Comprehensive MCO,All populations,,Neighborhood HP,10/1/2017,9/30/2018,2018,411029077.0,431601654.0,875606.0,,
MA,MassHealth Managed Care (MMC),Comprehensive MCO,All populations,,Tufts-MCO,10/1/2017,9/30/2018,2018,381512961.0,401307026.0,816091.0,,
MA,Special Kids Special Care (SKSC) ,Comprehensive MCO,All populations,,Neighborhood HP,10/1/2017,9/30/2018,2018,5514750.0,5030830.0,510.0,,
MA,ACPP,Comprehensive MCO,All populations,,BMC-BACO,1/1/2018,12/31/2018,2018,678099463.0,683475538.0,1063058.0,,
MA,ACPP,Comprehensive MCO,All populations,,BMC-Mercy,1/1/2018,12/31/2018,2018,131234424.0,132246866.0,279534.0,,
MA,ACPP,Comprehensive MCO,All populations,,BMC-Signature,1/1/2018,12/31/2018,2018,99035443.0,99950905.0,176528.0,,
MA,ACPP,Comprehensive MCO,All populations,,BMC-Southcoast,1/1/2018,12/31/2018,2018,105757238.0,105854024.0,159269.0,,
MA,ACPP,Comprehensive MCO,All populations,,FLN-Berkshire,1/1/2018,12/31/2018,2018,96943691.0,94343415.0,154900.0,,
MA,ACPP,Comprehensive MCO,All populations,,FLN-Reliant,1/1/2018,12/31/2018,2018,114570692.0,126104916.0,300337.0,,
MA,ACPP,Comprehensive MCO,All populations,,FLN-Wellforce,1/1/2018,12/31/2018,2018,239578413.0,253177269.0,518184.0,,
MA,ACPP,Comprehensive MCO,All populations,,HNE-Baystate,1/1/2018,12/31/2018,2018,202311605.0,212183257.0,376938.0,,
MA,ACPP,Comprehensive MCO,All populations,,NHP-MVACO,1/1/2018,12/31/2018,2018,139531039.0,143458154.0,317646.0,,
MA,ACPP,Comprehensive MCO,All populations,,Tufts-Atrius,1/1/2018,12/31/2018,2018,133783555.0,138437865.0,304394.0,,
MA,ACPP,Comprehensive MCO,All populations,,Tufts-BIDCO,1/1/2018,12/31/2018,2018,169933606.0,182147377.0,347612.0,,
MA,ACPP,Comprehensive MCO,All populations,,Tufts-CHA,1/1/2018,12/31/2018,2018,121281165.0,127113493.0,265158.0,,
MA,ACPP,Comprehensive MCO,All populations,,Tufts-CHACO,1/1/2018,12/31/2018,2018,261024339.0,280489115.0,826806.0,,
MA,Massachusetts Behavioral Health Partnership (MBHP),Behavioral health only,All populations,,Mass Health PCC Plan,1/1/2018,12/31/2018,2018,432178665.0,419296268.0,929251.0,,
MA,MassHealth Managed Care (MMC),Comprehensive MCO,All populations,,BMC-MCO,1/1/2018,12/31/2018,2018,383898514.0,388499934.0,753751.0,,
MA,MassHealth Managed Care (MMC),Comprehensive MCO,All populations,,Tufts-MCO,1/1/2018,12/31/2018,2018,490555632.0,532086978.0,1081313.0,,
MA,SCO,Comprehensive MCO + MLTSS,All populations,,BMCHP,1/1/2018,12/31/2018,2018,11664562.0,14347913.0,9946.0,,
MA,SCO,Comprehensive MCO + MLTSS,All populations,,CCA,1/1/2018,12/31/2018,2018,250696089.0,257127958.0,118204.0,,
MA,SCO,Comprehensive MCO + MLTSS,All populations,,FCHP,1/1/2018,12/31/2018,2018,185247455.0,216134253.0,80519.0,,
MA,SCO,Comprehensive MCO + MLTSS,All populations,,SWH,1/1/2018,12/31/2018,2018,325549854.0,388183147.0,177235.0,,
MA,SCO,Comprehensive MCO + MLTSS,All populations,,Tufts,1/1/2018,12/31/2018,2018,93563889.0,121751963.0,56394.0,,0.0
MA,SCO,Comprehensive MCO + MLTSS,All populations,,UHC,1/1/2018,12/31/2018,2018,381709754.0,408341058.0,231789.0,,
MA,ACPP,Comprehensive MCO,All populations,,BMC-BACO,1/1/2019,12/31/2019,2019,941211037.0,955743930.0,1379921.0,,0.0
MA,ACPP,Comprehensive MCO,All populations,,BMC-Mercy,1/1/2019,12/31/2019,2019,165413458.0,172640880.0,338492.0,,0.0
MA,ACPP,Comprehensive MCO,All populations,,BMC-Signature,1/1/2019,12/31/2019,2019,123123277.0,126836798.0,214942.0,,0.0
MA,ACPP,Comprehensive MCO,All populations,,BMC-Southcoast,1/1/2019,12/31/2019,2019,135525110.0,137742216.0,197806.0,,0.0
MA,ACPP,Comprehensive MCO,All populations,,FLN-Berkshire,1/1/2019,12/31/2019,2019,117032294.0,120737483.0,189915.0,,0.0
MA,ACPP,Comprehensive MCO,All populations,,FLN-Reliant,1/1/2019,12/31/2019,2019,157898436.0,169912206.0,378426.0,,0.0
MA,ACPP,Comprehensive MCO,All populations,,FLN-Wellforce,1/1/2019,12/31/2019,2019,305654272.0,317013808.0,614753.0,,0.0
MA,ACPP,Comprehensive MCO,All populations,,HNE-Baystate,1/1/2019,12/31/2019,2019,248277341.0,261948392.0,462097.0,,0.0
MA,ACPP,Comprehensive MCO,All populations,,NHP-MVACO,1/1/2019,12/31/2019,2019,173464310.0,172449435.0,389232.0,,0.0
MA,ACPP,Comprehensive MCO,All populations,,Tufts-Atrius,1/1/2019,12/31/2019,2019,164606328.0,165792788.0,379519.0,,0.0
MA,ACPP,Comprehensive MCO,All populations,,Tufts-BIDCO,1/1/2019,12/31/2019,2019,220329143.0,231574819.0,438577.0,,0.0
MA,ACPP,Comprehensive MCO,All populations,,Tufts-CHA,1/1/2019,12/31/2019,2019,160580370.0,170064142.0,342205.0,,0.0
MA,ACPP,Comprehensive MCO,All populations,,Tufts-CHACO,1/1/2019,12/31/2019,2019,369323995.0,399990087.0,1168652.0,,0.0
MA,Massachusetts Behavioral Health Partnership (MBHP),Behavioral health only,All populations,,Mass Health PCC Plan,1/1/2019,12/31/2019,2019,564115708.0,545041909.0,525566.0,,0.0
MA,MassHealth Managed Care (MMC),Comprehensive MCO,All populations,,BMC-MCO,1/1/2019,12/31/2019,2019,335131537.0,346901855.0,589437.0,,0.0
MA,MassHealth Managed Care (MMC),Comprehensive MCO,All populations,,Tufts-MCO,1/1/2019,12/31/2019,2019,423262861.0,424139587.0,787914.0,,0.0
MA,SCO,Comprehensive MCO + MLTSS,All populations,,BMCHP,1/1/2019,12/31/2019,2019,21553989.0,23837938.0,16592.0,,0.0
MA,SCO,Comprehensive MCO + MLTSS,All populations,,CCA,1/1/2019,12/31/2019,2019,270508367.0,284037663.0,132861.0,,0.0
MA,SCO,Comprehensive MCO + MLTSS,All populations,,FCHP,1/1/2019,12/31/2019,2019,212079796.0,238461394.0,88596.0,,0.0
MA,SCO,Comprehensive MCO + MLTSS,All populations,,SWH,1/1/2019,12/31/2019,2019,343595127.0,385582501.0,183690.0,,0.0
MA,SCO,Comprehensive MCO + MLTSS,All populations,,Tufts,1/1/2019,12/31/2019,2019,138199837.0,159140604.0,72060.0,,0.0
MA,SCO,Comprehensive MCO + MLTSS,All populations,,UHC,1/1/2019,12/31/2019,2019,423216200.0,425623849.0,246777.0,,0.0
MA,ACPP,Comprehensive MCO,All populations,,BMC-BACO,1/1/2020,12/31/2020,2020,976396313.0,1036187554.0,1507773.0,,
MA,ACPP,Comprehensive MCO,All populations,,BMC-Mercy,1/1/2020,12/31/2020,2020,160990837.0,177471246.0,353775.0,,
MA,ACPP,Comprehensive MCO,All populations,,BMC-Signature,1/1/2020,12/31/2020,2020,131146227.0,140111674.0,235457.0,,
MA,ACPP,Comprehensive MCO,All populations,,BMC-Southcoast,1/1/2020,12/31/2020,2020,139959764.0,148709196.0,213735.0,,
MA,ACPP,Comprehensive MCO,All populations,,FLN-Berkshire,1/1/2020,12/31/2020,2020,121089709.0,132947561.0,203738.0,,
MA,ACPP,Comprehensive MCO,All populations,,FLN-Reliant,1/1/2020,12/31/2020,2020,175932212.0,190625358.0,428124.0,,
MA,ACPP,Comprehensive MCO,All populations,,FLN-Wellforce,1/1/2020,12/31/2020,2020,297375175.0,323878178.0,645412.0,,
MA,ACPP,Comprehensive MCO,All populations,,HNE-Baystate,1/1/2020,12/31/2020,2020,263836524.0,285419493.0,488036.0,,
MA,ACPP,Comprehensive MCO,All populations,,NHP-MVACO,1/1/2020,12/31/2020,2020,182746733.0,188940701.0,420308.0,,
MA,ACPP,Comprehensive MCO,All populations,,Tufts-Atrius,1/1/2020,12/31/2020,2020,189299729.0,195246251.0,412761.0,,
MA,ACPP,Comprehensive MCO,All populations,,Tufts-BIDCO,1/1/2020,12/31/2020,2020,219884859.0,238244801.0,454304.0,,
MA,ACPP,Comprehensive MCO,All populations,,Tufts-CHA,1/1/2020,12/31/2020,2020,170342248.0,183564545.0,356500.0,,
MA,ACPP,Comprehensive MCO,All populations,,Tufts-CHACO,1/1/2020,12/31/2020,2020,398575921.0,444641927.0,1337602.0,,
MA,Massachusetts Behavioral Health Partnership (MBHP),Behavioral health only,All populations,,Mass Health PCC Plan,1/1/2020,12/31/2020,2020,571028494.0,641415058.0,549059.0,,
MA,MassHealth Managed Care (MMC),Comprehensive MCO,All populations,,BMC-MCO,1/1/2020,12/31/2020,2020,310978907.0,330564542.0,504953.0,,
MA,MassHealth Managed Care (MMC),Comprehensive MCO,All populations,,Tufts-MCO,1/1/2020,12/31/2020,2020,423410604.0,436820119.0,741245.0,,
MA,SCO,Comprehensive MCO + MLTSS,All populations,,BMCHP,1/1/2020,12/31/2020,2020,26321069.0,30553152.0,18399.0,,
MA,SCO,Comprehensive MCO + MLTSS,All populations,,CCA,1/1/2020,12/31/2020,2020,279966698.0,296748442.0,143360.0,,
MA,SCO,Comprehensive MCO + MLTSS,All populations,,FCHP,1/1/2020,12/31/2020,2020,225269204.0,246232108.0,95862.0,,
